,Reviewer Name,Restaurant Name,Rating,Tags
11160,Steph C.,seong buk dong,5.0,Korean
11161,Steph C.,nijiya market,4.0,"International Grocery, Bakeries, Delis"
11162,Steph C.,neighborhood,2.0,"American (New), Gastropubs, Beer Bar"
11163,Steph C.,hash house a go go,4.0,"Breakfast & Brunch, American (New), Salad"
11164,Steph C.,searsucker san diego,2.0,"American (New), Breakfast & Brunch, Cocktail Bars"
11165,Steph C.,cucina urbana,5.0,"Italian, Pizza, Wine Bars"
11166,Steph C.,da maat,5.0,Korean
11167,Steph C.,sapp coffee shop,5.0,Thai
11168,Steph C.,mdk noodles,3.0,"Korean, Noodles, Soup"
11169,Steph C.,zaytinya,4.0,"Greek, Turkish, Lebanese"
11170,Steph C.,kramers,4.0,"Bookstores, American (New), Bars"
11171,Steph C.,busboys and poets,5.0,"Sandwiches, Salad, Burgers"
11172,Steph C.,ben's chili bowl,4.0,"Hot Dogs, Burgers, Sandwiches"
11173,Steph C.,biergarten haus,4.0,"German, Bars, Beer Gardens"
11174,Steph C.,bcd tofu house,3.0,Korean
11175,Steph C.,ramen yamadaya,5.0,Ramen
11176,Steph C.,tacos mexico,4.0,Mexican
11177,Steph C.,colori kitchen,4.0,Italian
11178,Steph C.,perch,4.0,"Lounges, French, Breakfast & Brunch"
11179,Steph C.,otafuku restaurant,5.0,"Noodles, Izakaya"
11180,Steph C.,mohawk bend,4.0,"Gastropubs, Beer Bar, American (New)"
11181,Steph C.,chego,5.0,Asian Fusion
11182,Steph C.,nozomi,5.0,"Sushi Bars, Japanese"
11183,Steph C.,m grill,4.0,"Brazilian, Steakhouses, Wine Bars"
11184,Steph C.,meet in paris,3.0,"French, Breakfast & Brunch, Cocktail Bars"
11185,Steph C.,soban,5.0,"Korean, Soup, Seafood"
11186,Steph C.,kobawoo house,5.0,"Korean, Soup, Seafood"
11187,Steph C.,ichimi ann bamboo garden,5.0,Japanese
11188,Steph C.,cha cha lounge,4.0,"Lounges, American (New)"
11189,Steph C.,akasha,4.0,"American (New), Coffee & Tea, Breakfast & Brunch"
11190,Steph C.,red salt at koa' kea,4.0,"Seafood, Steakhouses, Hawaiian"
11191,Steph C.,tidepools,3.0,"Hawaiian, Seafood, Steakhouses"
11192,Steph C.,mark's place,4.0,Hawaiian
11193,Steph C.,puka dog,4.0,"Hot Dogs, Hawaiian"
11194,Steph C.,the shrimp station,4.0,Seafood
11195,Steph C.,ilima terrace,3.0,"American (Traditional), Breakfast & Brunch"
11196,Steph C.,koloa fish market,3.0,"Seafood Markets, Hawaiian, Poke"
11197,Steph C.,stevenson's sushi & spirits,2.0,"Bars, Sushi Bars"
11198,Steph C.,bubba's burgers poipu,3.0,Burgers
11199,Steph C.,by brazil restaurant,3.0,"Barbeque, Brazilian"
11200,Steph C.,hadley fruit orchards,3.0,"Fruits & Veggies, Sandwiches"
11201,Steph C.,king's highway,4.0,"American (New), Cocktail Bars"
11202,Steph C.,shanghai reds bar & grill,4.0,"Bars, Seafood"
11203,Steph C.,cheeky's,5.0,"Breakfast & Brunch, American (Traditional), Cocktail Bars"
11204,Steph C.,the village palm springs,3.0,"Sports Bars, American (Traditional), Pubs"
11205,Steph C.,birba,3.0,"Pizza, Cocktail Bars, Italian"
11206,Steph C.,angara indian restaurant,2.0,"Indian, Buffets"
11207,Steph C.,shin-sen-gumi yakitori -gardena,5.0,"Japanese, Tapas/Small Plates"
11208,Steph C.,haven craft kitchen + bar,4.0,"American (New), Cocktail Bars, Whiskey Bars"
11209,Steph C.,mignon,4.0,"Wine Bars, Tapas/Small Plates"
11210,Steph C.,black market liquor bar,5.0,"American (New), Breakfast & Brunch, Cocktail Bars"
11211,Steph C.,pacific fish center & restaurant,5.0,"Seafood, Korean"
11212,Steph C.,elite restaurant,4.0,"Dim Sum, Seafood, Cantonese"
11213,Steph C.,night + market weho,4.0,"Thai, Wine Bars"
11214,Steph C.,angelini osteria,5.0,"Italian, Wine Bars, Pizza"
11215,Steph C.,torihei,5.0,"Tapas/Small Plates, Hot Pot, Izakaya"
11216,Steph C.,ye rustic inn,3.0,"Sports Bars, Chicken Wings"
11217,Steph C.,the deli at little dom's,5.0,"Delis, Breakfast & Brunch, Sandwiches"
11218,Steph C.,little dom's,4.0,American (New)
11219,Steph C.,ricky's fish tacos,5.0,"Food Trucks, Tacos"
11220,Steph C.,nickel diner,3.0,"Diners, Breakfast & Brunch, Coffee & Tea"
11221,Steph C.,wood & vine,4.0,"American (New), Bars"
11222,Steph C.,tomato pie pizza joint,5.0,"Pizza, Italian, Sandwiches"
11223,Steph C.,fred 62,4.0,"Diners, Burgers, Pizza"
11224,Steph C.,the dresden,4.0,"Lounges, American (Traditional), Music Venues"
11225,Steph C.,sushi zo | west los angeles,5.0,"Japanese, Sushi Bars"
11226,Steph C.,biergarten,5.0,"Asian Fusion, Korean, Sports Bars"
11227,Steph C.,road to seoul,4.0,"Korean, Barbeque"
11228,Steph C.,stonefire grill,3.0,"American (Traditional), Barbeque, Salad"
11229,Steph C.,the fix burger,2.0,Burgers
11230,Steph C.,square one dining,5.0,"American (New), Breakfast & Brunch"
11231,Steph C.,flame persian cuisine,5.0,"Middle Eastern, Halal, Persian/Iranian"
11232,Steph C.,the boba truck,4.0,"Taiwanese, Bubble Tea, Food Trucks"
11233,Steph C.,wurstk'che,5.0,"Hot Dogs, German, Gastropubs"
11234,Steph C.,danny's tacos,3.0,"Food Trucks, Tacos"
11235,Steph C.,salt's cure,4.0,"American (New), Breakfast & Brunch"
11236,Steph C.,101 noodle express,3.0,"Chinese, Noodles"
11237,Steph C.,nha trang,5.0,Vietnamese
11238,Steph C.,gelson's,3.0,"Grocery, Delis, Beer, Wine & Spirits"
11239,Steph C.,mariscos jalisco,4.0,"Mexican, Seafood, Food Trucks"
11240,Steph C.,house of pies,3.0,"Diners, Desserts, Breakfast & Brunch"
11241,Steph C.,alcazar restaurant,4.0,"Middle Eastern, Mediterranean"
11242,Steph C.,india jones chow truck,2.0,"Indian, Food Trucks"
11243,Steph C.,25 degrees,3.0,"Burgers, Diners, American (Traditional)"
11244,Steph C.,no. 9 park,4.0,"French, Italian, Bars"
11245,Steph C.,neptune oyster,5.0,"Seafood, Salad, Sandwiches"
11246,Steph C.,jp licks,3.0,"Ice Cream & Frozen Yogurt, Coffee & Tea, Kosher"
11247,Steph C.,flour bakery + caf',5.0,"Bakeries, Coffee & Tea, Sandwiches"
11248,Steph C.,the mad greek,5.0,"Greek, Mediterranean, Fast Food"
11249,Steph C.,earl of sandwich,4.0,"Sandwiches, Salad, Wraps"
11250,Steph C.,philippe the original,4.0,"Sandwiches, Breakfast & Brunch, American (Traditional)"
11251,Steph C.,ikko japanese cuisine,5.0,"Japanese, Sushi Bars"
11252,Steph C.,the stand,4.0,"American (New), Burgers, Food Delivery Services"
11253,Steph C.,forage,5.0,"American (New), Salad, Sandwiches"
11254,Steph C.,rustic canyon,3.0,"Wine Bars, American (New), Cocktail Bars"
11255,Steph C.,tacos el patio,3.0,Mexican
11256,Steph C.,alcove caf' & bakery,4.0,"Bakeries, Breakfast & Brunch, American (New)"
11257,Steph C.,soowon galbi kbbq restaurant,4.0,"Korean, Barbeque"
11258,Steph C.,spitz,5.0,"Mediterranean, Beer Bar"
11259,Steph C.,sugarfish by sushi nozawa,4.0,"Sushi Bars, Japanese"
11260,Steph C.,umami burger,4.0,"Burgers, American (New), Gastropubs"
11261,Steph C.,lukshon,3.0,"Asian Fusion, Thai, Vietnamese"
11262,Steph C.,fab hot dogs,5.0,"Hot Dogs, Burgers, Fast Food"
11263,Steph C.,guisados,5.0,"Mexican, Latin American"
11264,Steph C.,tacos super gallito,3.0,Tacos
11265,Steph C.,tacos tumbras a tomas,5.0,Mexican
11266,Steph C.,home restaurant,3.0,"Breakfast & Brunch, Coffee & Tea, American (New)"
11267,Steph C.,caseus cheese truck,5.0,"American (New), Food Trucks, American (Traditional)"
11268,Steph C.,seabirds truck,5.0,"Vegan, Food Trucks"
11269,Steph C.,barcelona onthego,3.0,"Spanish, Food Trucks"
11270,Steph C.,the wellesbourne,4.0,"Lounges, Cocktail Bars, Tapas/Small Plates"
11271,Steph C.,mulberry street pizzeria,4.0,Pizza
11272,Steph C.,mo-chica,4.0,Peruvian
11273,Steph C.,the overland cafe,5.0,"American (New), Breakfast & Brunch, Beer Bar"
11274,Steph C.,el taurino,4.0,Tacos
11275,Steph C.,best fish taco in ensenada,4.0,Mexican
11276,Steph C.,han bat sul lung tang,5.0,"Korean, Comfort Food, Soup"
11277,Steph C.,lobsta truck,3.0,"Seafood, Food Trucks"
11278,Steph C.,yuca's,4.0,"Mexican, Burgers, Hot Dogs"
11279,Steph C.,cole's french dip,3.0,"Bars, Sandwiches"
11280,Steph C.,r bar,3.0,"Lounges, American (New), Cocktail Bars"
11281,Steph C.,itacho sushi restaurant,3.0,"Japanese, Sushi Bars"
11282,Steph C.,hana grill,3.0,"Japanese, Sushi Bars"
11283,Steph C.,honda-ya tustin,3.0,"Sushi Bars, Izakaya, Ramen"
11284,Steph C.,corner bakery,2.0,"Breakfast & Brunch, Sandwiches, Salad"
11285,Steph C.,le petit greek,3.0,"Greek, Mediterranean"
11286,Steph C.,olympic noodle,5.0,"Korean, Noodles, Soup"
11287,Steph C.,bacari w. adams,2.0,"Italian, Breakfast & Brunch, American (New)"
11288,Steph C.,della terra restaurant,3.0,"Italian, Pizza, Pasta Shops"
11289,Steph C.,ramos house cafe,5.0,"American (New), Breakfast & Brunch, Cafes"
11290,Steph C.,gen kai sushi,4.0,"Japanese, Sushi Bars"
11291,Steph C.,the harbor grill,3.0,"Seafood, Steakhouses"
11292,Steph C.,flore vegan cuisine,2.0,Vegan
11293,Steph C.,the magic castle,3.0,"Performing Arts, American (New)"
11294,Steph C.,la cevicheria,5.0,"Seafood, Latin American"
11295,Steph C.,the counter santa monica,4.0,"Burgers, Salad, Sandwiches"
11296,Steph C.,sushi go 55,4.0,"Sushi Bars, Japanese"
11297,Steph C.,nate's korner,4.0,"Breakfast & Brunch, Burgers, Sandwiches"
11298,Steph C.,fukada,4.0,"Japanese, Noodles"
11299,Steph C.,sorriso,3.0,"Seafood, Italian, Steakhouses"
11300,Steph C.,dick's drive-in,3.0,"Fast Food, Burgers"
11301,Steph C.,redwood bar & grill,3.0,"American (Traditional), Bars"
11302,Steph C.,cut beverly hills,5.0,"Steakhouses, American (New)"
11303,Steph C.,jeannine's bakery & restaurant,4.0,"Bakeries, Coffee & Tea, Breakfast & Brunch"
11304,Steph C.,seoul garden restaurant,4.0,"Korean, Barbeque, Hot Pot"
11305,Steph C.,nick + stef's steakhouse,3.0,Steakhouses
11306,Steph C.,the habit burger grill,4.0,Burgers
11307,Steph C.,tenno sushi,4.0,"Japanese, Asian Fusion, Sushi Bars"
11308,Steph C.,la super-rica taqueria,5.0,Mexican
11309,Steph C.,the river cafe,2.0,Italian
11310,Steph C.,la fromagerie,5.0,"Cheese Shops, Delis"
11311,Steph C.,pizza express,4.0,Pizza
11312,Steph C.,small & beautiful,3.0,Italian
11313,Steph C.,ramen nippon,5.0,Ramen
11314,Steph C.,pret a manger,3.0,"Sandwiches, Coffee & Tea, Fast Food"
11315,Steph C.,ti jos,5.0,"Creperies, Bars"
11316,Steph C.,boulanger patissier,2.0,"Fast Food, Bakeries"
11317,Steph C.,stella maris,5.0,"French, Pan Asian"
11318,Steph C.,angelina,1.0,"Tea Rooms, Breakfast & Brunch, Patisserie/Cake Shop"
11319,Steph C.,la cr'perie de josselin,4.0,Creperies
11320,Steph C.,le thermidor,3.0,Brasseries
11321,Steph C.,angelina,4.0,"Breakfast & Brunch, Tea Rooms, Patisserie/Cake Shop"
11322,Steph C.,harrods pizzeria,2.0,Pizza
11323,Steph C.,the anchor,3.0,"Pubs, British"
11324,Steph C.,wagamama,2.0,"Asian Fusion, Japanese"
11325,Steph C.,cafe habana malibu,4.0,"Cuban, Mexican, Breakfast & Brunch"
11326,Steph C.,the library alehouse,5.0,"American (New), Gastropubs, Pubs"
11327,Steph C.,le panier,5.0,"Bakeries, French, Patisserie/Cake Shop"
11328,Steph C.,matts in the market,4.0,"American (New), Bars"
11329,Steph C.,brouwer's cafe,5.0,"Modern European, Pubs, Belgian"
11330,Steph C.,art of the table,4.0,American (New)
11331,Steph C.,ivar's acres of clams,3.0,"Seafood, Bars, American (Traditional)"
11332,Steph C.,seasons in the park,4.0,Seafood
11333,Steph C.,guu original thurlow,4.0,"Japanese, Tapas Bars"
11334,Steph C.,serious pie,5.0,"Pizza, Salad, Bars"
11335,Steph C.,japonessa sushi cocina,4.0,"Japanese, Sushi Bars, Cocktail Bars"
11336,Steph C.,voula's offshore cafe,4.0,"Breakfast & Brunch, Cafes, Greek"
11337,Steph C.,mcmenamins rams head,3.0,"Bars, Breweries, American (Traditional)"
11338,Steph C.,hopworks urban brewery,5.0,"Breweries, Pizza, Burgers"
11339,Steph C.,the waffle window,3.0,"Breakfast & Brunch, Waffles"
11340,Steph C.,cafe 50's,3.0,"Breakfast & Brunch, Burgers, Sandwiches"
11341,Steph C.,daniel,5.0,"French, Bars, American (New)"
11342,Steph C.,blue hill,4.0,American (New)
11343,Steph C.,brent's deli northridge,5.0,"Delis, Breakfast & Brunch, Sandwiches"
11344,Steph C.,summerland beach cafe,4.0,"American (Traditional), Breakfast & Brunch"
11345,Steph C.,la dolce vita,2.0,"Italian, Cocktail Bars"
11346,Steph C.,luckys steakhouse,3.0,"Steakhouses, American (Traditional), Cocktail Bars"
11347,Steph C.,the alembic,5.0,"American (New), Cocktail Bars"
11348,Steph C.,ike's place,5.0,"Sandwiches, Halal"
11349,Steph C.,dittmer's gourmet meats & wurst-haus,5.0,"Meat Shops, Sandwiches, Butcher"
11350,Steph C.,tong soon garden,4.0,"Chinese, Korean"
11351,Steph C.,zuni caf',5.0,"Italian, French"
11352,Steph C.,siam lotus thai cuisine,3.0,Thai
11353,Steph C.,verde tea cafe,3.0,Cafes
11354,Steph C.,gjelina,3.0,"American (New), Breakfast & Brunch"
11355,Steph C.,suehiro cafe,3.0,Japanese
11356,Steph C.,wasabi at citywalk,2.0,"Japanese, Sushi Bars, Beer Bar"
11357,Steph C.,olio e limone ristorante,4.0,Italian
11358,Steph C.,vip's cafe,3.0,Breakfast & Brunch
11359,Steph C.,bay cities italian deli,3.0,"Delis, Sandwiches, Italian"
11360,Steph C.,olio pizzeria,4.0,"Italian, Pizza, Bars"
11361,Steph C.,bouchon bakery,5.0,"Bakeries, French, Sandwiches"
11362,Steph C.,grand lux cafe,3.0,"Desserts, American (Traditional), Sandwiches"
11363,Steph C.,bouchon,4.0,French
11364,Steph C.,reddi chick bbq,3.0,Barbeque
11365,Steph C.,daikokuya little tokyo,4.0,"Ramen, Noodles"
11366,Steph C.,father's office,3.0,"Burgers, American (New), Gastropubs"
11367,Steph C.,the apple pan,5.0,"Burgers, Sandwiches, Coffee & Tea"
11368,Steph C.,yard house,2.0,"Bars, American (New), Vegetarian"
11369,Steph C.,europane,5.0,"Bakeries, Cafes, Juice Bars & Smoothies"
11370,Steph C.,islands restaurant,3.0,"Burgers, Sports Bars, American (Traditional)"
11371,Steph C.,california pizza kitchen at pasadena,4.0,"Pizza, American (New), Salad"
11372,Steph C.,euro pane bakery & cafe,5.0,"Bakeries, Sandwiches, Desserts"
11373,Steph C.,prime 16,4.0,"Burgers, Beer Bar, Gastropubs"
11374,Steph C.,frank pepe pizzeria napoletana,5.0,"Pizza, Italian, Wine Bars"
11375,Steph C.,sally's apizza,4.0,"Pizza, Italian, Beer Bar"
11376,Steph C.,modern apizza,4.0,"Pizza, Italian"
11377,Steph C.,bar,4.0,"Pizza, Bars"
11378,Steph C.,skappo,4.0,"Italian, Wine Bars"
11379,Steph C.,heirloom,4.0,"American (New), Lounges"
11380,Steph C.,the place,4.0,"Seafood, American (Traditional)"
11381,Steph C.,book trader cafe,4.0,"Coffee & Tea, Bookstores, Sandwiches"
11382,Steph C.,la cosinita mexican cafe,4.0,Mexican
11383,Steph C.,bruegger's bagels,4.0,"Bagels, Breakfast & Brunch, Sandwiches"
11384,Steph C.,geronimo tequila bar and southwest grill,2.0,"Bars, Mexican"
11385,Steph C.,mighty-o donuts,3.0,"Donuts, Vegan, Bakeries"
11386,Steph C.,hasaki,4.0,"Sushi Bars, Japanese"
11387,Steph C.,momofuku noodle bar,5.0,"Ramen, American (New), Noodles"
11388,Steph C.,lombardi's pizza,4.0,Pizza
11389,Steph C.,ess-a-bagel,4.0,"Bakeries, Bagels, Delis"
11390,Steph C.,bella's cafe,5.0,"Breakfast & Brunch, Sandwiches"
11391,Steph C.,le bernardin,5.0,"French, Lounges"
11392,Steph C.,per se,5.0,French
11393,Steph C.,leon's restaurant,3.0,Italian
11394,Steph C.,marea,5.0,"Italian, Seafood, Wine Bars"
11395,Steph C.,masa,4.0,"Sushi Bars, Japanese"
11396,Steph C.,seasons buffet,2.0,"Seafood, Breakfast & Brunch, Buffets"
11397,Steph C.,red lobster,4.0,"Seafood, American (Traditional)"
11398,Steph C.,york street noodle house,4.0,Noodles
11399,Steph C.,the pantry,3.0,Breakfast & Brunch
11400,Steph C.,five guys,5.0,"Burgers, Fast Food"
11401,Steph C.,scarpetta,5.0,"Italian, Bars, Desserts"
11402,Steph C.,peter luger,4.0,Steakhouses
11403,Steph C.,chikalicious dessert bar,5.0,"Desserts, Japanese, Donuts"
11404,Steph C.,l'orcio,5.0,Italian
11405,Steph C.,jim neely's interstate bbq,5.0,Barbeque
11406,Steph C.,louie's cafe,4.0,Diners
11407,Steph C.,chimes restaurant,4.0,"Southern, Cajun/Creole, Bars"
11408,Steph C.,domilise po-boys & bar,5.0,"Sandwiches, Seafood, Beer Bar"
11409,Steph C.,commander's palace,5.0,"Cajun/Creole, Cocktail Bars, Breakfast & Brunch"
11410,Steph C.,jacques-imo's cafe,3.0,Cajun/Creole
11411,Steph C.,luke,4.0,"French, German, Cajun/Creole"
11412,Steph C.,nicole's gourmet coffee & chocolate shop,4.0,"Coffee & Tea, Ice Cream & Frozen Yogurt, Cafes"
11413,Steph C.,jitlada,5.0,Thai
11414,Steph C.,roscoe's house of chicken & waffles,3.0,"Soul Food, Waffles, Chicken Shop"
11415,Steph C.,jane,4.0,"American (New), Venues & Event Spaces"
11416,Steph C.,heyri cafe,3.0,"Coffee & Tea, Desserts, Korean"
11417,Steph C.,remedy diner,3.0,Diners
11418,Steph C.,pyramid club,2.0,"Dance Clubs, Lounges, American (New)"
11419,Steph C.,lucky cheng's,3.0,"Bars, Asian Fusion"
11420,Steph C.,minetta tavern,5.0,"French, American (New), Breakfast & Brunch"
11421,Steph C.,b&g oysters,3.0,"Seafood, Wine Bars"
11422,Steph C.,lao sze chuan,4.0,Chinese
11423,Steph C.,caf' besalu,4.0,"Bakeries, Coffee & Tea, French"
11424,Steph C.,knee high stocking,4.0,"Cocktail Bars, Speakeasies, Filipino"
11425,Steph C.,elliott's oyster house,5.0,Seafood
11426,Steph C.,tartine bakery,5.0,"Bakeries, Cafes, Desserts"
11427,Steph C.,sakoon,5.0,"Indian, Salad, Buffets"
11428,Steph C.,zeni ethiopian restaurant,4.0,Ethiopian
11429,Steph C.,m'lisse,4.0,"American (New), French"
11430,Steph C.,gamja bawi,4.0,Korean
11431,Steph C.,vino wine & tapas room,3.0,"Wine Bars, Tapas Bars, Spanish"
11432,Steph C.,bouchon,5.0,"French, American (New), Seafood"
11433,Steph C.,langer's delicatessen,5.0,"Delis, Sandwiches"
11434,Steph C.,bongsoongahakdang,3.0,Korean
11435,Steph C.,canter's deli,3.0,"Bakeries, Delis, Breakfast & Brunch"
11436,Steph C.,joan's on third,3.0,"Breakfast & Brunch, Cafes"
11437,Steph C.,via vai trattoria pizzeria,3.0,"Italian, Pizza"
11438,Steph C.,soul de cuba cafe,3.0,"Cuban, Cafes, Tapas/Small Plates"
11439,Steph C.,zaroka bar&grill,2.0,"Indian, Pakistani, Halal"
11440,Steph C.,chez panisse,4.0,"American (New), French"
11441,Steph C.,bondst,4.0,"Japanese, Sushi Bars"
11442,Steph C.,zinc new haven,3.0,American (New)
11443,Steph C.,miso japanese restaurant,3.0,"Japanese, Asian Fusion, Sushi Bars"
11444,Steph C.,pac'fico,4.0,"Latin American, Seafood, Tapas Bars"
11445,Steph C.,park's bbq,5.0,"Barbeque, Korean"
11446,Steph C.,carnation cafe,3.0,"American (Traditional), Breakfast & Brunch, Cafes"
11447,Steph C.,bottega louie,4.0,"Italian, Desserts, Breakfast & Brunch"
11448,Steph C.,jun won restaurant,4.0,Korean
11449,Steph C.,evergreen restaurant,3.0,Korean
11450,Steph C.,atticus bookstore cafe,4.0,"Coffee & Tea, Bookstores, Cafes"
11451,Steph C.,barcelona,4.0,"Wine Bars, Spanish, Tapas Bars"
11452,Steph C.,veselka,3.0,"Diners, Ukrainian"
11453,Steph C.,curry-ya,4.0,Japanese
11454,Steph C.,rai rai ken,4.0,"Ramen, Japanese Curry"
11455,Steph C.,the paramount,4.0,"Breakfast & Brunch, American (New), Sandwiches"
11456,Steph C.,the oceanaire seafood room,4.0,Seafood
11457,Steph C.,villa mexico,5.0,Mexican
11458,Steph C.,james hook,5.0,"Seafood, Seafood Markets"
11459,Steph C.,chosun galbee,5.0,"Korean, Barbeque, Cocktail Bars"
11460,Steph C.,yuchun,5.0,"Korean, Soup, Noodles"
11461,Steph C.,natas pastries,5.0,"Portuguese, Cafes, Desserts"
11462,Steph C.,cafe home,4.0,"Korean, Coffee & Tea, Salad"
11463,Steph C.,arclight hollywood caf' & bar,2.0,American (New)
11464,Steph C.,the teriyaki house pico,5.0,Japanese
11465,Steph C.,the bulldog,4.0,"Pubs, American (Traditional)"
11466,Steph C.,mr. b's bistro,4.0,"Cajun/Creole, Breakfast & Brunch, Cocktail Bars"
11467,Steph C.,acme oyster house,5.0,"Seafood, Cajun/Creole, Live/Raw Food"
11468,Steph C.,mother's restaurant,3.0,"Cajun/Creole, Breakfast & Brunch, Sandwiches"
11469,Steph C.,willie mae's scotch house,5.0,"Southern, Comfort Food"
11470,Steph C.,cochon,3.0,"Cajun/Creole, Seafood"
11471,Steph C.,itsu,2.0,Japanese
11472,Steph C.,the ivy,3.0,"British, Modern European"
11473,Steph C.,sketch,5.0,"French, Modern European, Cocktail Bars"
11474,Steph C.,hush,4.0,"Bars, Modern European"
11475,Steph C.,busaba st christopher's place,4.0,Thai
11476,Steph C.,cafe rouge,2.0,"French, Bistros"
11477,Steph C.,tamarind,3.0,Indian
11478,Steph C.,wild honey,4.0,"Modern European, French"
11479,Steph C.,le pain quotidien,3.0,"Breakfast & Brunch, Bakeries, Coffee & Tea"
11480,Steph C.,restaurant gordon ramsay,4.0,"French, British"
11481,Steph C.,the modern,4.0,American (New)
11482,Steph C.,basta pasta,4.0,"Italian, Japanese"
11483,Steph C.,wondee siam,5.0,Thai
11484,Steph C.,keens steakhouse,4.0,"Steakhouses, Desserts, Pubs"
11485,Steph C.,marseille,3.0,"French, Mediterranean, Brasseries"
11486,Steph C.,sushi of gari 46,4.0,"Sushi Bars, Japanese"
11487,Steph C.,otafuku,5.0,Japanese
11488,Steph C.,bohemian restaurant,5.0,"Japanese, Cocktail Bars"
11489,Steph C.,sakagura,5.0,Japanese
11490,Steph C.,westville east,4.0,"American (Traditional), Beer Bar, Bakeries"
11491,Steph C.,wonjo,4.0,Korean
11492,Steph C.,russian samovar restaurant and piano bar,4.0,"Russian, Bars, Piano Bars"
11493,Steph C.,hearth,4.0,"American (New), Italian, Breakfast & Brunch"
11494,Steph C.,b cup caf',4.0,"Sandwiches, Breakfast & Brunch, Cafes"
11495,Steph C.,katz's delicatessen,3.0,"Delis, Sandwiches, Soup"
11496,Steph C.,chopt creative salad co.,3.0,"Salad, Vegetarian"
11497,Steph C.,lula's sweet apothecary,3.0,"Ice Cream & Frozen Yogurt, Vegan, Vegetarian"
11498,Steph C.,flex mussels,5.0,"Seafood, Desserts"
11499,Steph C.,jean-georges,4.0,"French, American (New), Asian Fusion"
11500,Steph C.,gotham restaurant,4.0,"American (New), Bars"
11501,Steph C.,shake shack,4.0,"Burgers, Food Stands, Ice Cream & Frozen Yogurt"
11502,Steph C.,the bar room,5.0,"Lounges, French, American (New)"
11503,Steph C.,aburiya kinnosuke,4.0,"Tapas/Small Plates, Izakaya"
11504,Steph C.,artichoke basille's pizza,5.0,Pizza
11505,Steph C.,santa barbara deli,5.0,"Delis, Breakfast & Brunch, Sandwiches"
11506,Steph C.,apiary,5.0,"American (New), Italian"
11507,Steph C.,creperie,4.0,Creperies
11508,Steph C.,the izaka-ya by katsu-ya west hollywood,3.0,"Sushi Bars, Japanese"
11509,Steph C.,duke's huntington beach,4.0,"Seafood, Bars, American (Traditional)"
11510,Steph C.,union league cafe,4.0,"French, Venues & Event Spaces, Wine Bars"
11511,Steph C.,sushi on chapel,3.0,Sushi Bars
11512,Steph C.,yale cabaret,5.0,"Performing Arts, Bars, American (New)"
11513,Steph C.,alta strada,4.0,"Italian, Breakfast & Brunch, Seafood"
11514,Steph C.,claire's corner copia,3.0,"Vegetarian, Vegan, Kosher"
11515,Steph C.,soba-ya,4.0,"Japanese, Noodles"
11516,Steph C.,mr coffee,3.0,"Coffee & Tea, Cafes"
11517,Steph C.,apple restaurant & lounge,4.0,"Restaurants, Lounges"
11518,Steph C.,cafe nandarang,3.0,"Korean, Bars"
11519,Steph C.,cha-an,5.0,"Japanese, Tea Rooms, Desserts"
11520,Steph C.,one if by land two if by sea,5.0,American (New)
11521,Steph C.,nica's market,4.0,"Delis, Grocery, Sandwiches"
11522,Steph C.,116 crown,5.0,"Wine Bars, Mediterranean, Cocktail Bars"
11523,Steph C.,pershing square,4.0,"American (Traditional), Breakfast & Brunch, Seafood"
11524,Steph C.,college convenience & deli,4.0,"Delis, Convenience Stores"
11525,Steph C.,ippudo ny,4.0,Ramen
11526,Steph C.,mama mary's soul food,4.0,"Soul Food, Southern"
11527,Steph C.,india palace restaurant,4.0,"Indian, Buffets"
11528,Steph C.,rue 57,4.0,"French, Sushi Bars, Asian Fusion"
11529,Steph C.,blt steak,5.0,Steakhouses
11530,Steph C.,outback steakhouse,3.0,Steakhouses
11531,Steph C.,blue state coffee,5.0,"Coffee & Tea, Bakeries, Cafes"
11532,Steph C.,ramen setagaya,3.0,Ramen
11533,Steph C.,kogi bbq truck,5.0,"Korean, Food Trucks, Barbeque"
11534,Steph C.,cici's cafe,5.0,"Breakfast & Brunch, American (Traditional)"
11535,Steph C.,izakaya bizan,3.0,"Izakaya, Sushi Bars, Tapas/Small Plates"
11536,Steph C.,orochon ramen,3.0,"Ramen, Noodles, Soup"
11537,Steph C.,pho saigon,4.0,"Vietnamese, Korean, Noodles"
11538,Steph C.,fleming's prime steakhouse & wine bar,3.0,"Steakhouses, Wine Bars"
11539,Steph C.,toe bang cafe,4.0,"Korean, Barbeque"
11540,Steph C.,palo alto sol,5.0,Mexican
11541,Steph C.,hobee's restaurant,4.0,"Diners, Breakfast & Brunch"
11542,Steph C.,fuki sushi,3.0,"Sushi Bars, Japanese"
11543,Steph C.,la baguette,5.0,"Bakeries, Cafes, Sandwiches"
11544,Steph C.,peking duck,4.0,Chinese
11545,Steph C.,siam royal authentic thai cuisine,3.0,Thai
11546,Steph C.,le papillon,5.0,French
11547,Steph C.,osteria toscana,4.0,Italian
11548,Steph C.,caf' pro bono,2.0,Italian
11549,Steph C.,warakubune sushi,3.0,Conveyor Belt Sushi
11550,Steph C.,stacks,3.0,"Breakfast & Brunch, American (Traditional)"
11551,Steph C.,amarin thai cuisine,4.0,Thai
11552,Steph C.,porto's bakery & cafe,5.0,"Bakeries, Cafes, Custom Cakes"
11553,Steph C.,kings road cafe,4.0,"Coffee & Tea, Breakfast & Brunch, Pizza"
